Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Power Unknown","Avalanche Wall > Santaquin Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107816697/power-unknown,-1.0,-1,Sport,5.11d,1,30,39.9123,-111.744
"Strawberries Can't Jump","Strawberry Fields Wall > Santaquin Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114468603/strawberries-cant-jump,2.0,-1,"Sport, TR",5.12a,1,50,39.9046,-111.7325
Unknown,"Drone Wall > Hobble Creek Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118972281/unknown,2.8,-1,Sport,5.11c,1,30,40.1716,-111.471
"Unknown 5.11d","Drone Wall > Hobble Creek Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107231280/unknown-511d,3.3,-1,Sport,5.11d,1,40,40.1716,-111.471
Beeleave,"Drone Wall > Hobble Creek Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106291056/beeleave,3.6,-1,Sport,5.12a/b,1,60,40.1716,-111.471
"Old school","The Original Wall > Hobble Creek Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107277193/old-school,3.0,-1,"Trad, Sport",5.11+,1,100,40.1855,-111.4645
"Habib roohi","Mammoth Wall > Dry Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117945383/habib-roohi,2.0,-1,"Sport, TR",5.11c,2,170,40.34579,-111.6723
"Hold your Tongue","Sunset Cliffs > Sunset Cliffs > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107119587/hold-your-tongue,1.5,-1,Sport,5.11c,1,65,40.1803,-111.59288
"Norma Brow","South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110137564/norma-brow,2.7,-1,Sport,5.11c,1,60,40.27488,-111.62795
"The Illustrious One","South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110141912/the-illustrious-one,3.2,-1,Sport,5.11c,1,110,40.27488,-111.62795
Phosphorescence,"South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110141916/phosphorescence,2.8,-1,Sport,5.11c,1,110,40.27488,-111.62795
Illuminator,"South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110137573/illuminator,3.3,-1,Sport,5.11d,1,50,40.27488,-111.62795
Radiance,"South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110137587/radiance,2.5,-1,Sport,5.11d,1,80,40.27488,-111.62795
"Unemployment Line","South-Facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112533698/unemployment-line,2.0,-1,Sport,5.12a,1,80,40.27488,-111.62795
"Power Path","West-facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114067643/power-path,3.5,-1,Sport,5.12a,1,55,40.27487,-111.62792
Blacklight,"West-facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114223110/blacklight,2.0,-1,Sport,5.12a,1,,40.27487,-111.62792
Tufan,"West-facing Wall > The Hinterlands > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118788018/tufan,2.5,-1,Sport,5.12a,1,70,40.27487,-111.62792
"Daily Grind","Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/123640967/daily-grind,2.6,-1,Sport,5.11+,1,50,40.5733,-111.771
"If Looks Could Kill","Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741362/if-looks-could-kill,2.5,-1,Sport,"5.11d R",1,60,40.5733,-111.771
"Crank in the Woods","Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105889739/crank-in-the-woods,1.4,-1,Sport,5.11d,1,50,40.5733,-111.771
"No Jive Arete","Crescent Crack Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106058808/no-jive-arete,2.8,-1,Sport,5.12a,1,120,40.5733,-111.771
"Exsqueeze Me","Coffin Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742013/exsqueeze-me,2.9,-1,Sport,5.11d,1,60,40.57418,-111.77065
Punany,"Kermits Wall > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740216/punany,2.9,-1,Sport,5.11b/c,1,70,40.5738,-111.7549
"Surprise Beginning","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/122353662/surprise-beginning,1.0,-1,Sport,5.11+,1,120,40.5741,-111.7543
"All Chalk And No Action","Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741905/all-chalk-and-no-action,3.6,-1,Sport,5.12a,1,60,40.5741,-111.7543
Badlands,"Green Adjective Gully > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107225996/badlands,3.0,-1,Sport,5.12-,1,70,40.5741,-111.7543
"Men of Mayhem","East Fin Gully > The Fin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/115443640/men-of-mayhem,2.8,-1,Sport,5.12a,1,105,40.57399,-111.76119
"Clip it or Skip It","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105866599/clip-it-or-skip-it,2.1,-1,Sport,5.11b/c,1,60,40.5739,-111.7562
"Flown the Coop","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108429456/flown-the-coop,2.1,-1,Sport,5.11c,1,40,40.5739,-111.7562
"Too Close For Comfort","Waterfront, The > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121886495/too-close-for-comfort,2.3,-1,"Sport, TR",5.12a,1,60,40.5739,-111.7562
"Small Block","Great White Icicle Area > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106534443/small-block,2.0,-1,Sport,5.11+,1,45,40.56883,-111.74168
Astair,"Great White Icicle Area > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106192306/astair,2.1,-1,Sport,5.12a,1,45,40.56883,-111.74168
Medussa,"Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105949830/medussa,3.8,-1,Sport,5.11b/c,1,80,40.59015,-111.64812
"Shelter from the Storm","Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106011398/shelter-from-the-storm,3.4,-1,Sport,5.12a,2,,40.59015,-111.64812
"Hell Yes!","Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117790933/hell-yes,2.9,-1,Sport,5.12a/b,1,95,40.59015,-111.64812
"From Trilobites to Lycra Tights","Tower Two > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107772168/from-trilobites-to-lycra-tights,1.7,-1,"Trad, Sport",5.11d,1,100,40.59036,-111.64841
"Blind Faith","Tower Three > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106273549/blind-faith,2.3,-1,Sport,5.11b/c,1,50,40.59051,-111.64858
Virga,"Tower Three > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107293752/virga,3.0,-1,Sport,5.11d,1,100,40.59051,-111.64858
"Heroes are Zeros","Tower Three > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108229804/heroes-are-zeros,2.2,-1,"Trad, Sport",5.11d,1,115,40.59051,-111.64858
"Shock & Awe","Goatland Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106025462/shock-awe,2.8,-1,Sport,5.11b/c,1,60,40.59033,-111.64526
"Gondola Blues AKA: Just Say No","Goat Gully Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124548953/gondola-blues-aka-just-say-no,3.0,-1,Sport,5.11d,1,60,40.59012,-111.64445
"Public Nuisance","The Melting Mud Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105958684/public-nuisance,3.1,-1,Sport,5.11b/c,1,70,40.58991,-111.64385
Unknown,"The Melting Mud Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117763019/unknown,2.0,-1,Sport,5.11d,1,90,40.58991,-111.64385
"Septic Death","The Melting Mud Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106025475/septic-death,1.5,-1,Sport,5.12a,1,90,40.58991,-111.64385
"One Time at Band Camp","Coal Pit Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105835900/one-time-at-band-camp,2.4,-1,Sport,5.11+,1,80,40.5685,-111.73617
"The Show Must Go On","Coal Pit Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/123320319/the-show-must-go-on,3.0,-1,Sport,5.12a,1,110,40.5685,-111.73617
"Last of The Summer Wine","Westwind Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107681334/last-of-the-summer-wine,3.0,-1,"Trad, Sport",5.12-,1,50,40.57454,-111.75817
"Downward Spiral","Skinny Puppy Wall > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106274369/downward-spiral,2.5,-1,Sport,5.11+,1,50,40.57744,-111.7029
"Rule the World","Diff'rent Strokes Buttress > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106278279/rule-the-world,2.8,-1,Sport,5.11b/c,1,120,40.57744,-111.7029
"Straight to Rehab","Booty Wall Area > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112144607/straight-to-rehab,2.0,-1,Sport,5.12a,1,30,40.579,-111.70277
"Gateway Drug","Booty Wall Area > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107682413/gateway-drug,2.6,-1,"Trad, Sport",5.12a,1,50,40.579,-111.70277
Apparition,"Specter Wall > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106880171/apparition,3.1,-1,Sport,5.11+,1,110,40.57744,-111.7029
Specter,"Specter Wall > Tanners Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106879513/specter,4.0,-1,Sport,5.11d,1,100,40.57744,-111.7029
"Devil's Lettuce","Devil's Castle > Albion Basin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/119209867/devils-lettuce,2.5,-1,"Sport, Alpine",5.12a,2,220,40.56562,-111.61357
"Toxic Narcotic","Whipper Wall > Cecret Lake > Albion Basin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106000109/toxic-narcotic,3.0,-1,Sport,5.11b/c,1,50,40.57081,-111.62176
"UnGoverenable Force","Whipper Wall > Cecret Lake > Albion Basin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106000217/ungoverenable-force,2.4,-1,Sport,5.11b/c,1,50,40.57081,-111.62176
Frankenslime,"Whipper Wall > Cecret Lake > Albion Basin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106000119/frankenslime,1.5,-1,Sport,"5.11c PG13",1,50,40.57081,-111.62176
"Astroclay Verde","Tacos Diablos Boulder > Albion Basin > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112115901/astroclay-verde,1.1,-1,Sport,5.11d,1,30,40.5687,-111.61623
"Stone the Crows","Schoolroom Area > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741545/stone-the-crows,2.6,-1,Sport,"5.11b/c R",1,70,40.5733,-111.754
"Primal Scream","Schoolroom Area > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117095470/primal-scream,1.5,-1,"Sport, TR","5.11d R",1,80,40.5733,-111.754
"Graying at the Routes","East Gate Buttress > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117099238/graying-at-the-routes,3.7,-1,Sport,5.11c,1,90,40.57387,-111.75163
"Route Left of Snowflakes","East Gate Buttress > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/120623412/route-left-of-snowflakes,1.5,-1,Sport,5.11+,1,40,40.57387,-111.75163
B-Positive,"East Gate Buttress > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/119869613/b-positive,3.0,-1,Sport,5.11d,1,80,40.57387,-111.75163
"Bald Headed Babies","East Gate Buttress > Gate Buttress > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124179051/bald-headed-babies,2.5,-1,Sport,5.11d,1,90,40.57387,-111.75163
"Swamp Thing","Japanese Garden > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106432475/swamp-thing,2.0,-1,Sport,5.12a,1,35,40.5727,-111.77698
Fido,"Humane Society Wall > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108307224/fido,2.8,-1,Sport,5.11c,1,40,40.5705,-111.7769
[Redacted],"Industrial Wall > Coalpit Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/109281230/redacted,3.0,-1,Sport,"5.11d R",1,,40.567,-111.73761
"Jetpack Joyride","Waterfall Wall > Coalpit Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121089861/jetpack-joyride,3.1,-1,Sport,5.12a,1,60,40.5667,-111.73753
"Cool Your Jets","Waterfall Wall > Coalpit Gulch > Little Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106264982/cool-your-jets,3.8,-1,Sport,5.12a,1,60,40.5667,-111.73753
"Outside, It's America","Beachball Crag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107310853/outside-its-america,0.5,-1,Sport,"5.12a PG13",1,50,40.623,-111.761
"Color Me Wild","Art Major Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112176723/color-me-wild,2.7,-1,Sport,5.11c,1,50,40.6237,-111.771
"The Persistence of Memory","Art Major Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112176938/the-persistence-of-memory,3.0,-1,Sport,5.11d,1,60,40.6237,-111.771
"Mach 5","The Speed Trap > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106465652/mach-5,2.3,-1,Sport,5.11d,1,60,40.6232,-111.7563
"Nitrous Oxide","The Speed Trap > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106520871/nitrous-oxide,2.2,-1,Sport,5.12a,1,40,40.6232,-111.7563
Frans,"Shady Lane > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105740501/frans,1.0,-1,"Sport, TR",5.11c,1,60,40.6193,-111.789
"Tweak or Too weak","Shady Lane > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107154999/tweak-or-too-weak,2.0,-1,Sport,5.11d,1,45,40.6193,-111.789
"Reading Comprehension","Higher Education Ridge, West Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113807673/reading-comprehension,2.6,-1,Sport,5.11c,1,75,40.63012,-111.74032
"Order of Operations","Higher Education Ridge, West Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113809797/order-of-operations,2.9,-1,Sport,5.11c,1,80,40.63012,-111.74032
Egghead,"Higher Education Ridge, West Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113258297/egghead,2.5,-1,Sport,5.11d,1,60,40.63012,-111.74032
"Critical Reasoning","Higher Education Ridge, West Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113809812/critical-reasoning,2.7,-1,Sport,5.12a,1,90,40.63012,-111.74032
"Let It Go","Higher Education Ridge, East Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113316392/let-it-go,2.2,-1,Sport,5.11b/c,1,55,40.63015,-111.73996
"The Gold Standard","Higher Education Ridge, East Face > Gully of Higher Education Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113316377/the-gold-standard,2.0,-1,Sport,5.12a,1,45,40.63015,-111.73996
"Moon Walk","The Millstone > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106384789/moon-walk,2.8,-1,Sport,5.11d,1,70,40.62738,-111.71719
"Calling All Karmas","The Millstone > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105829997/calling-all-karmas,1.8,-1,Sport,5.12a,1,60,40.62738,-111.71719
"The Maize","The Millstone > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107258743/the-maize,2.7,-1,Sport,5.12a,1,65,40.62738,-111.71719
"Randy's Polka","Above and Beyond Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106255811/randys-polka,2.0,-1,Sport,5.11d,1,55,40.6346,-111.717
"Cheese Louise","Rolling Stone Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107156026/cheese-louise,2.0,-1,Sport,5.12a,1,25,40.6193,-111.789
"All Static and No Dynamic","Static Wall > Storm Mountain Picnic Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107752272/all-static-and-no-dynamic,2.3,-1,Sport,5.11d,1,30,40.62647,-111.74584
"Damned if You Don't","Damned Wall > Storm Mountain Picnic Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107152155/damned-if-you-dont,2.2,-1,Sport,5.12a,1,120,40.62653,-111.74418
"Rebel Yell","Psychobabble Wall > Storm Mountain Picnic Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741881/rebel-yell,3.3,-1,Sport,5.11c,1,,40.6262,-111.7461
"The Enemy Within","Psychobabble Wall > Storm Mountain Picnic Area > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106896953/the-enemy-within,2.7,-1,Sport,5.12a,1,80,40.6262,-111.7461
Cat-O-Nine-Tails,"Strone Crag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110761045/cat-o-nine-tails,2.6,-1,Sport,5.11d,1,70,40.6214,-111.7461
Nimbus,"Strone Crag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106970016/nimbus,2.8,-1,Sport,5.12a,1,50,40.6214,-111.7461
"Red Gorilla","Strone Crag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107666706/red-gorilla,1.7,-1,Sport,5.12a,1,50,40.6214,-111.7461
"Gods and Monsters","Strone Crag > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/109316093/gods-and-monsters,3.1,-1,Sport,5.12a/b,1,90,40.6214,-111.7461
"Burn Tough","Aguaworld > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106303786/burn-tough,2.5,-1,Sport,5.11c,1,70,40.6215,-111.7768
"Crash Test Dummies","Aguaworld > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107712812/crash-test-dummies,1.0,-1,Sport,5.11d,1,70,40.6215,-111.7768
"Mashed Potatoes","Aguaworld > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107712825/mashed-potatoes,2.0,-1,Sport,5.12a,1,70,40.6215,-111.7768
T.H.C,"Aguaworld > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106716988/thc,1.4,-1,Sport,5.12a,1,80,40.6215,-111.7768
Unknown,"Battalion of Saints Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110636385/unknown,1.9,-1,Sport,5.12a,1,60,40.63995,-111.69518
"Unknown 5.11d","Ambush Wall Lower > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105993530/unknown-511d,1.6,-1,Sport,5.11d,1,30,40.63651,-111.70036
[Redacted],"Broads Fork > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106233357/redacted,3.1,-1,Sport,5.11d,1,40,40.63193,-111.72605
"The Highlander","Highlander > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106265020/the-highlander,2.8,-1,Sport,5.12a,1,60,40.6229,-111.74976
Nettle,"Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106465041/nettle,2.7,-1,Sport,5.11c,1,50,40.6341,-111.73328
"Touchy Subject","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106871537/touchy-subject,2.5,-1,Sport,5.11c,1,55,40.6341,-111.73328
"Up in Arms","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107251699/up-in-arms,2.3,-1,Sport,5.11d,1,50,40.6341,-111.73328
"The Bridge to Total Freedom","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107251693/the-bridge-to-total-freedom,2.6,-1,Sport,5.12a,1,50,40.6341,-111.73328
"Pitbulls on Crack","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107272752/pitbulls-on-crack,2.8,-1,Sport,5.12a,1,50,40.6341,-111.73328
"Depth of Field","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106526823/depth-of-field,3.0,-1,Sport,5.12a,1,50,40.6341,-111.73328
"Touchy Tuco","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111601830/touchy-tuco,2.4,-1,Sport,5.12a,1,50,40.6341,-111.73328
"Tuco's Nettle","Choss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111601843/tucos-nettle,2.0,-1,Sport,5.12a,1,60,40.6341,-111.73328
DNR,"Treadmill Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107203617/dnr,1.9,-1,Sport,5.11c,1,70,40.626,-111.71673
"Inversion Therapy","Inversion Therapy Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107203630/inversion-therapy,3.3,-1,Sport,5.11c,1,90,40.62532,-111.71683
TVC,"Vector Madness Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111801636/tvc,2.3,-1,Sport,5.11d,1,70,40.6191,-111.74385
"Doubling the Cube","Vector Madness Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111801682/doubling-the-cube,2.0,-1,Sport,5.12a,1,50,40.6191,-111.74385
"Right Pile","S-Curve - The Pile > S-Curves > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105742010/right-pile,3.1,-1,Sport,5.11d,1,40,40.63494,-111.72419
"Pile Surgery","S-Curve - The Pile > S-Curves > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106263498/pile-surgery,2.8,-1,Sport,5.12a,1,,40.63494,-111.72419
"Cross Town","S-Curve - Lower > S-Curves > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741233/cross-town,2.5,-1,Sport,5.11c,1,60,40.63387,-111.72201
[Redacted],"S-Curve - Lower > S-Curves > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107778829/redacted,1.9,-1,Sport,5.11c,1,80,40.63387,-111.72201
"Mass Wasting","S-Curve - Lower > S-Curves > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107778843/mass-wasting,2.9,-1,Sport,5.11c,1,80,40.63387,-111.72201
"The Steiger Sanction","Hoss Garden > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113286484/the-steiger-sanction,2.6,-1,Sport,5.12a,1,80,40.63458,-111.70453
"Gnar Trek","Gnar Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117626780/gnar-trek,2.4,-1,Sport,5.12a,1,,40.63924,-111.69741
"Gnarth Brooks","Gnar Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117626797/gnarth-brooks,3.7,-1,Sport,5.12a,1,,40.63924,-111.69741
"Gnarth Brooks Direct","Gnar Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117626807/gnarth-brooks-direct,3.9,-1,Sport,5.12-,1,,40.63924,-111.69741
Arêtamania,"Forsaken Wall > Big Cottonwood Canyon > Central Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121481457/aretamania,2.0,-1,Sport,5.12a,1,60,40.62939,-111.7359
