Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Exhibitionist","The Stage > Take-Out Beach > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/120238976/the-exhibitionist,2.7,-1,Sport,5.11a,1,50,38.6618,-109.49886
Sandthrax,"The Marquee > Take-Out Beach > River Road > Southeast Utah > Utah",https://www.mountainproject.com/route/124194725/sandthrax,2.0,-1,Sport,5.11,1,60,38.66053,-109.4994
Vivarium,"Stimulants Wall > Kane Springs Canyon > Southeast Utah > Utah",https://www.mountainproject.com/route/106282409/vivarium,2.8,-1,Sport,"5.11b PG13",1,50,38.51291,-109.59711
"Dark Path","Scorched Earth Crag > Kane Springs Canyon > Southeast Utah > Utah",https://www.mountainproject.com/route/106715089/dark-path,3.3,-1,"Trad, Sport",5.11b,1,80,38.5232,-109.6024
"Sunset Skydive","Sunshine Wall Routes > Sunshine Wall > Southeast Utah > Utah",https://www.mountainproject.com/route/106949788/sunset-skydive,3.0,-1,Sport,5.11-,1,90,38.8607,-109.7425
"Beach Party","Small Adventures Wall / 313 Slabs > State Highway 313 > Southeast Utah > Utah",https://www.mountainproject.com/route/112836719/beach-party,-1.0,-1,Sport,5.11,1,100,38.65324,-109.7204
Aretstacy,"North Wall Little Italy Canyon > Harts Draw > Southeast Utah > Utah",https://www.mountainproject.com/route/107485144/aretstacy,0.5,-1,Sport,5.11b,1,45,38.1992,-109.5389
"Pissing On His Grave","The Sunny Side > Mill Creek > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/106280362/pissing-on-his-grave,2.2,-1,Sport,"5.11b R",1,60,38.49649,-109.31053
"Full Circle","The Confluence > Mill Creek > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/112034087/full-circle,4.0,-1,Sport,5.11,1,85,38.49515,-109.31586
"Redhead Arete","Gauntlet Wall > North Fork > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/107928133/redhead-arete,4.0,-1,Sport,5.11a,1,100,38.5632,-109.542
"Moab Time","Job Board > North Fork > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/107928155/moab-time,3.5,-1,Sport,5.11b,1,60,38.5632,-109.542
"Turn Your Head and Cough","Exam Wall > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794514/turn-your-head-and-cough,2.6,-1,Sport,5.11,1,,38.47221,-109.28228
"Pinched Sack","Ganja Wall > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794755/pinched-sack,3.3,-1,Sport,5.11a,1,,38.47144,-109.27882
Herbaceous,"Ganja Wall > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794760/herbaceous,3.2,-1,Sport,5.11a,1,,38.47144,-109.27882
Yeyo,"Ganja Wall > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794719/yeyo,3.6,-1,Sport,5.11b,1,,38.47144,-109.27882
"Mantel for Herb","Ganja Wall > Lower Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794768/mantel-for-herb,3.4,-1,Sport,5.11b,1,,38.47144,-109.27882
"Till the Sun Goes Down","Trenchtown > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794250/till-the-sun-goes-down,1.0,-1,Sport,5.11-,1,,38.47028,-109.27448
"Is This Love?","Trenchtown > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794033/is-this-love,1.0,-1,Sport,5.11,1,50,38.47028,-109.27448
"No More Trouble","Trenchtown > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794046/no-more-trouble,1.5,-1,Sport,5.11,1,50,38.47028,-109.27448
"Room with a view","Trenchtown North > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794276/room-with-a-view,2.0,-1,Sport,5.11,1,,38.47107,-109.2772
"Drag Queen","Trenchtown North > Upper Dakota Crag > La Sal Mountains > Southeast Utah > Utah",https://www.mountainproject.com/route/110794288/drag-queen,3.0,-1,Sport,5.11,1,,38.47107,-109.2772
Riptide,"The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105836694/riptide,2.6,-1,Sport,5.11a,1,60,40.44666,-111.68668
"On There","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106492401/on-there,2.6,-1,Sport,5.11a,1,30,40.44666,-111.68668
"Double Vision","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124282294/double-vision,2.5,-1,Sport,5.11-,1,35,40.44666,-111.68668
"The Invisible Membrane aka Wrong Day, Wrong Route","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124307622/the-invisible-membrane-aka-wrong-day-wrong-route,2.5,-1,Sport,5.11b,1,40,40.44666,-111.68668
"Insane in the Brain","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124569345/insane-in-the-brain,3.4,-1,Sport,5.11b,1,40,40.44666,-111.68668
"Reverse Traverse","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107737669/reverse-traverse,1.3,-1,Sport,5.11b,1,,40.44666,-111.68668
"Reverse Osmosis","The Membrane > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114551519/reverse-osmosis,2.7,-1,Sport,5.11b,1,65,40.44666,-111.68668
"Deep End","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105992225/deep-end,3.0,-1,Sport,5.11a,1,60,40.4503,-111.668
"Pocket Change","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106060445/pocket-change,2.4,-1,Sport,5.11a,1,55,40.4503,-111.668
"Quicklime Girl","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106267817/quicklime-girl,2.8,-1,Sport,5.11a,1,60,40.4503,-111.668
"Running Woman","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106386712/running-woman,2.5,-1,Sport,5.11a,1,45,40.4503,-111.668
"The Atheist","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105739964/the-atheist,2.9,-1,Sport,5.11b,1,,40.4503,-111.668
"Rush Hour","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741959/rush-hour,2.8,-1,Sport,5.11b,1,,40.4503,-111.668
39,"Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105984801/39,2.7,-1,Sport,5.11b,1,60,40.4503,-111.668
Baghdad,"Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106019299/baghdad,2.3,-1,Sport,5.11b,1,50,40.4503,-111.668
"Shallow Beginning","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106267782/shallow-beginning,2.7,-1,Sport,5.11b,1,60,40.4503,-111.668
"Blurred Vision","Division Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106283155/blurred-vision,2.7,-1,Sport,5.11b,1,70,40.4503,-111.668
"Needles and Pins","Black Magic > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107307889/needles-and-pins,1.9,-1,Sport,5.11a,1,65,40.44472,-111.69582
Kronk,"Black Magic > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107307900/kronk,2.8,-1,Sport,5.11b,1,75,40.44472,-111.69582
"Body Bag","Escape Buttress > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741326/body-bag,2.4,-1,Sport,5.11a,1,60,40.4511,-111.6701
"Dead on Arrival","Escape Buttress > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106009030/dead-on-arrival,2.4,-1,Sport,5.11b,1,60,40.4511,-111.6701
"The Edge of Chaos","White Wave Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106128914/the-edge-of-chaos,3.2,-1,Sport,5.11b/c,1,85,40.4507,-111.6711
"Kill Your Lawyer","White Wave Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106159606/kill-your-lawyer,2.2,-1,Sport,5.11b/c,1,40,40.4507,-111.6711
"Six to Eleven","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741965/six-to-eleven,3.0,-1,Sport,5.11a,2,100,40.4507,-111.6717
"Primal Magic","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105837860/primal-magic,2.7,-1,Sport,5.11a,1,50,40.4507,-111.6717
"Eight to Eleven","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/113114554/eight-to-eleven,2.3,-1,Sport,5.11a,1,100,40.4507,-111.6717
"Suicide Blonde","Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105837850/suicide-blonde,3.0,-1,Sport,5.11b,1,40,40.4507,-111.6717
Juggernaut,"Hard Rock > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105837865/juggernaut,3.0,-1,Sport,5.11b,1,50,40.4507,-111.6717
"Cranial Bypass","Juniper Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106544069/cranial-bypass,2.6,-1,Sport,5.11a,1,70,40.4461,-111.6948
"Electric Company","Cannabis Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106473854/electric-company,2.6,-1,Sport,5.11b,1,50,40.44647,-111.68747
"Sesame Street","Cannabis Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106473897/sesame-street,2.0,-1,Sport,5.11b,1,60,40.44647,-111.68747
"Labor Days","Isolation Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/111013341/labor-days,2.7,-1,Sport,5.11b,1,39,40.44649,-111.68579
"Brick Yard","The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117769418/brick-yard,3.0,-1,Sport,5.11a,1,45,40.44548,-111.69298
"The Penultimate Truth","The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118045326/the-penultimate-truth,2.7,-1,Sport,5.11a,1,53,40.44548,-111.69298
"The Three Stigmata of Cole Bradburn","The B-52 Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118045257/the-three-stigmata-of-cole-bradburn,1.9,-1,Sport,5.11b,1,50,40.44548,-111.69298
Zanzibar,"The Watchtower > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110630265/zanzibar,1.7,-1,Sport,5.11a,1,47,40.4462,-111.6958
"Billy Goat's Gruff","The Watchtower > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106708164/billy-goats-gruff,1.8,-1,Sport,5.11a,1,60,40.4462,-111.6958
"Fire Woman","The Watchtower > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106008042/fire-woman,2.6,-1,Sport,5.11b,1,40,40.4462,-111.6958
"Sun King","The Watchtower > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106411707/sun-king,2.3,-1,Sport,5.11b,1,,40.4462,-111.6958
Narcolepsy,"Narcolepsy > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/118656821/narcolepsy,2.3,-1,Sport,5.11b,1,40,40.4323,-111.751
"High Life","Beer Can Alley > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106955695/high-life,2.4,-1,Sport,5.11a/b,1,50,40.4452,-111.6982
Corona,"Beer Can Alley > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106481514/corona,3.1,-1,Sport,5.11b/c,1,50,40.4452,-111.6982
"Wasp Stop","Forgotten Trails > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107278026/wasp-stop,2.6,-1,Sport,5.11a,1,50,40.4451,-111.6911
"Tom Slick","Forgotten Trails > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106869275/tom-slick,2.1,-1,Sport,5.11b,1,40,40.4451,-111.6911
"The Mistake","Forgotten Trails > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124903102/the-mistake,3.0,-1,Sport,5.11b,1,55,40.4451,-111.6911
"Mind Stream","Forgotten Trails > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107209348/mind-stream,2.8,-1,Sport,5.11b/c,1,70,40.4451,-111.6911
Gunner,"Two O'Clock Rock > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106128521/gunner,2.3,-1,Sport,5.11b,1,30,40.4476,-111.6866
Spot,"Old School Rock > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106527593/spot,2.4,-1,Sport,5.11b,1,50,40.4469,-111.6881
"Ashes to Ashes","Old School Rock > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107732520/ashes-to-ashes,2.0,-1,Sport,5.11b,1,40,40.4469,-111.6881
"Hammock Nap","Sleepy Cove > Tank Canyon > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/117329161/hammock-nap,1.1,-1,Sport,5.11a,1,35,40.45087,-111.6875
"Allen's Linkup","Bingo Baby > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124862519/allens-linkup,2.0,-1,Sport,5.11a,1,50,40.4461,-111.6859
"Necessary Linkup","Bingo Baby > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124862600/necessary-linkup,1.5,-1,Sport,5.11b,1,50,40.4461,-111.6859
"The Milkmaid","Bingo Baby > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106886896/the-milkmaid,2.6,-1,Sport,5.11b,1,50,40.4461,-111.6859
Cyberslit,"The Blue Walls > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106951075/cyberslit,2.1,-1,Sport,5.11a,1,60,40.44338,-111.69085
"Bolting Blues","The Blue Walls > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107722747/bolting-blues,1.6,-1,Sport,5.11a,1,70,40.44338,-111.69085
Unknown,"The Sign Wall > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107202157/unknown,1.3,-1,Sport,5.11,1,60,40.4404,-111.7176
"Send in the Frowns","The Shame Wall > Grey Cliffs Picnic Area > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107408089/send-in-the-frowns,2.9,-1,Sport,5.11a/b,1,80,40.45,-111.6742
"Unknown 3","The Shame Wall > Grey Cliffs Picnic Area > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107551368/unknown-3,1.8,-1,Sport,5.11b,1,65,40.45,-111.6742
"Unknown power crimps","South-Facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/121734047/unknown-power-crimps,3.0,-1,Sport,5.11b/c,1,45,40.4477,-111.7005
"Greyhounds & Brownies","West-facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114263405/greyhounds-brownies,1.7,-1,Sport,5.11b,1,50,40.4475,-111.7003
"Nate's Route","West-facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114264070/nates-route,1.0,-1,Sport,5.11b,1,50,40.4475,-111.7003
"Bikini Wax","West-facing Wall > The Hideaway > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114264155/bikini-wax,2.0,-1,Sport,5.11b/c,1,50,40.4475,-111.7003
Zulu,"The Commons > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107612339/zulu,2.2,-1,Sport,5.11a,1,45,40.4461,-111.6857
"Wasatch Pickles","The Commons > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107698220/wasatch-pickles,3.3,-1,Sport,5.11b,1,45,40.4461,-111.6857
"Unknown 5.11 Corner","Unknown Pleasures > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114486006/unknown-511-corner,2.1,-1,Sport,5.11a,1,70,40.4445,-111.6966
"Through Being Cool","Unknown Pleasures > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/112110049/through-being-cool,2.5,-1,Sport,5.11b,1,60,40.4445,-111.6966
Monogoloid,"Unknown Pleasures > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/114484320/monogoloid,2.4,-1,Sport,5.11b,1,50,40.4445,-111.6966
"Small Change","Gridwall > The Billboard > The Billboard Trail > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/105741950/small-change,2.5,-1,Sport,5.11a,1,,40.45145,-111.67624
"Screaming Skeleton","The Bone Cave > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/107869962/screaming-skeleton,2.3,-1,Sport,5.11b,1,90,40.4514,-111.6685
"Choss Fighter","Book of Condolences > The Red Corners > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/110443862/choss-fighter,1.5,-1,Sport,5.11b,1,50,40.44543,-111.70125
"Carry the Nothin'","Haven > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326274/carry-the-nothin,1.9,-1,Sport,5.11a,1,40,40.45117,-111.66571
Shiny,"Haven > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326280/shiny,2.9,-1,Sport,5.11b,1,50,40.45117,-111.66571
"Stone Cold Xiaosho","Haven > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326284/stone-cold-xiaosho,2.8,-1,Sport,5.11b,1,50,40.45117,-111.66571
"Two by Two","Haven > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326288/two-by-two,2.1,-1,Sport,5.11b,1,50,40.45117,-111.66571
Canceled,"Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326305/canceled,2.1,-1,Sport,5.11a,1,30,40.45095,-111.66614
"Captain Mal","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326331/captain-mal,2.7,-1,Sport,5.11a,1,35,40.45095,-111.66614
"Oh Captain! My Captain!","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326344/oh-captain-my-captain,2.7,-1,Sport,5.11a,1,40,40.45095,-111.66614
"The Alliance","Eavesdown Docks > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326391/the-alliance,2.5,-1,Sport,5.11a,1,100,40.45095,-111.66614
"Hero Of Canton","Persephone > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326446/hero-of-canton,2.5,-1,Sport,5.11a,1,60,40.45068,-111.66634
"Heart of Gold","The Rim > Serenity > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/108326465/heart-of-gold,2.6,-1,Sport,5.11a,1,60,40.45048,-111.66621
"Romeo's Bleeding","Hell Wall > Hell Area > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106518784/romeos-bleeding,2.2,-1,Sport,5.11b,1,60,40.44645,-111.69416
"Muscle Christianity","The Internet > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/122379373/muscle-christianity,2.7,-1,Sport,5.11a/b,1,40,40.44118,-111.70239
"Touch Grass","The Internet > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124775750/touch-grass,2.5,-1,Sport,5.11b,1,45,40.44118,-111.70239
"Josey Wales","The Outlaw Crag > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124986728/josey-wales,2.5,-1,Sport,5.11b,1,35,40.45168,-111.66811
"The Unforgiven","The Outlaw Crag > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124986803/the-unforgiven,3.0,-1,Sport,5.11b/c,1,35,40.45168,-111.66811
"The Western Variation","The Outlaw Crag > American Fork Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/124986860/the-western-variation,2.5,-1,Sport,5.11b/c,1,45,40.45168,-111.66811
"Pure Thoughts","Green Monster Slab > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106158981/pure-thoughts,2.7,-1,Sport,5.11a,1,60,40.2651,-111.6222
"Squid Orgy","Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106018384/squid-orgy,2.7,-1,Sport,5.11a,1,80,40.26544,-111.61505
Necrobeastiality,"Bug Barn Dance Wall > Rock Canyon > Southern Wasatch > Wasatch Range > Utah",https://www.mountainproject.com/route/106018388/necrobeastiality,3.6,-1,Sport,5.11a,1,105,40.26544,-111.61505
